Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Cooking Oil,101 Cafeteria,coffee_shop;pizza;sandwich,"101, Charing Cross Road, SW1 4, London",SW1 4,,,51.5139402,-0.1296801,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 0, London",W1 0,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 5, London",W1 5,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 6, London",W1 6,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 7, London",W1 7,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 8, London",W1 8,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abla,kebab,"W1 9, London",W1 9,,,51.5200077,-0.14246,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W1 1, London",W1 1,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W1 2, London",W1 2,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W1 3, London",W1 3,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W1 4, London",W1 4,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, SW1 2, London",SW1 2,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"95, St Martin's Lane, SW1 4, London",SW1 4,,,51.5106067,-0.1270998,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W2 1, London",W2 1,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W2 2, London",W2 2,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, W2 8, London",W2 8,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 0, London",WC1 0,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 1, London",WC1 1,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 2, London",WC1 2,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 3, London",WC1 3,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 4, London",WC1 4,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 5, London",WC1 5,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 6, London",WC1 6,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 7, London",WC1 7,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 8, London",WC1 8,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Abokado,japanese,"3, Broadway, WC1 9, London",WC1 9,,https://abokado.com/,51.4987887,-0.1338005,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 1, London",WC2 1,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 2, London",WC2 2,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 3, London",WC2 3,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 4, London",WC2 4,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 5, London",WC2 5,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 6, London",WC2 6,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 7, London",WC2 7,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 8, London",WC2 8,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Aguamiel,mexican,"24, Wellington Street, WC2 9, London",WC2 9,,,51.5120827,-0.1201098,OpenStreetMap,False,,
HIGH,Cooking Oil,Al Prince,mediterranean,"65, Praed Street, W2 3, London",W2 3,+44 20 3302 0650,,51.5178129,-0.171409,OpenStreetMap,False,,
HIGH,Cooking Oil,Al Prince,mediterranean,"65, Praed Street, W2 4, London",W2 4,+44 20 3302 0650,,51.5178129,-0.171409,OpenStreetMap,False,,
HIGH,Cooking Oil,Al Prince,mediterranean,"65, Praed Street, W2 5, London",W2 5,+44 20 3302 0650,,51.5178129,-0.171409,OpenStreetMap,False,,
HIGH,Cooking Oil,Al Prince,mediterranean,"65, Praed Street, W2 6, London",W2 6,+44 20 3302 0650,,51.5178129,-0.171409,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 0, London",W1 0,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 5, London",W1 5,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 6, London",W1 6,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 7, London",W1 7,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 8, London",W1 8,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Alley Cats Pizza,pizza,"22, Paddington Street, W1 9, London",W1 9,,https://www.alleycatspizza.co.uk,51.5206623,-0.1553103,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 1, London",WC2 1,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 2, London",WC2 2,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 3, London",WC2 3,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 4, London",WC2 4,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 5, London",WC2 5,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 6, London",WC2 6,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 7, London",WC2 7,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 8, London",WC2 8,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Assenheims 56,fast_food,"3-4, Ludgate Broadway, WC2 9, London",WC2 9,,,51.5134245,-0.1029426,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W1 1, London",W1 1,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W1 2, London",W1 2,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W1 3, London",W1 3,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W1 4, London",W1 4,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 0, London",SW1 0,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 1, London",SW1 1,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 2, London",SW1 2,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 3, London",SW1 3,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 5, London",SW1 5,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 6, London",SW1 6,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 7, London",SW1 7,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 8, London",SW1 8,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, SW1 9, London",SW1 9,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W2 1, London",W2 1,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W2 2, London",W2 2,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, W2 8, London",W2 8,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 0, London",WC1 0,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 1, London",WC1 1,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 2, London",WC1 2,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 3, London",WC1 3,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 4, London",WC1 4,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 5, London",WC1 5,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 6, London",WC1 6,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 7, London",WC1 7,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 8, London",WC1 8,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Astral Café,chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,"8, Regency Place, WC1 9, London",WC1 9,,,51.4946789,-0.1324358,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,fast_food,"W2 5, London",W2 5,,,51.5226154,-0.1632134,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,fast_food,"W2 6, London",W2 6,,,51.5226154,-0.1632134,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 1, London",WC2 1,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 2, London",WC2 2,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 3, London",WC2 3,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 4, London",WC2 4,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 5, London",WC2 5,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 6, London",WC2 6,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 7, London",WC2 7,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 8, London",WC2 8,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Factory,bagel,"78, Long Acre, WC2 9, London",WC2 9,,,51.5145808,-0.1222082,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W1 1, London",W1 1,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W1 2, London",W1 2,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W1 3, London",W1 3,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W1 4, London",W1 4,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W2 1, London",W2 1,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W2 2, London",W2 2,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"W2 8, London",W2 8,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 0, London",WC1 0,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 1, London",WC1 1,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 2, London",WC1 2,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 3, London",WC1 3,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 4, London",WC1 4,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 5, London",WC1 5,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 6, London",WC1 6,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 7, London",WC1 7,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 8, London",WC1 8,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagel Street,fast_food,"WC1 9, London",WC1 9,,,51.50231,-0.117716,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W1 1, London",W1 1,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W1 2, London",W1 2,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W1 3, London",W1 3,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W1 4, London",W1 4,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, SW1 2, London",SW1 2,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W2 1, London",W2 1,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W2 2, London",W2 2,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, W2 8, London",W2 8,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 0, London",WC1 0,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 1, London",WC1 1,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 2, London",WC1 2,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 3, London",WC1 3,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 4, London",WC1 4,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 5, London",WC1 5,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 6, London",WC1 6,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 7, London",WC1 7,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 8, London",WC1 8,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Bagelicious,fast_food,"27, Strutton Ground, WC1 9, London",WC1 9,,,51.4971136,-0.1336977,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 1, London",WC2 1,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 2, London",WC2 2,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 3, London",WC2 3,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 4, London",WC2 4,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 5, London",WC2 5,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 6, London",WC2 6,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 7, London",WC2 7,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 8, London",WC2 8,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Balady,middle_eastern,"39-41, Leather Lane, WC2 9, London",WC2 9,,https://balady.co.uk/,51.5202862,-0.1095789,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 0, London",W2 0,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 3, London",W2 3,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 4, London",W2 4,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 5, London",W2 5,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 6, London",W2 6,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 7, London",W2 7,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Baraka Piri Piri,chicken,"357, Edgware Road, W2 9, London",W2 9,,,51.5223057,-0.1736946,OpenStreetMap,False,,
HIGH,Cooking Oil,Barburrito,mexican,"W2 3, London",W2 3,,,51.5160494,-0.1765616,OpenStreetMap,False,,
HIGH,Cooking Oil,Barburrito,mexican,"W2 4, London",W2 4,,,51.5160494,-0.1765616,OpenStreetMap,False,,
HIGH,Cooking Oil,Barburrito,mexican,"W2 5, London",W2 5,,,51.5160494,-0.1765616,OpenStreetMap,False,,
HIGH,Cooking Oil,Barburrito,mexican,"W2 6, London",W2 6,,,51.5160494,-0.1765616,OpenStreetMap,False,,
HIGH,Cooking Oil,Bardo St James's,italian;pasta;pizza;regional,"4, Suffolk Place, SW1 4, London",SW1 4,+44 20 3828 2487,https://www.bardostjames.com,51.5080977,-0.131122,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 0, London",W1 0,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 5, London",W1 5,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 6, London",W1 6,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 7, London",W1 7,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 8, London",W1 8,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W1 9, London",W1 9,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W2 3, London",W2 3,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W2 4, London",W2 4,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W2 5, London",W2 5,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Basilico,pizza,"45, Crawford Street, W2 6, London",W2 6,,https://www.basilico.co.uk/,51.5193135,-0.1626055,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, SW1 4, London",SW1 4,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 1, London",WC2 1,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 2, London",WC2 2,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 3, London",WC2 3,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 4, London",WC2 4,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 5, London",WC2 5,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 6, London",WC2 6,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 7, London",WC2 7,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 8, London",WC2 8,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
HIGH,Cooking Oil,Battersea Pie Station - The Pie Shop,fast_food,"28, Covent Garden Piazza, WC2 9, London",WC2 9,,https://www.batterseapiestation.co.uk/,51.5119238,-0.1227486,OpenStreetMap,False,,
