Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
MEDIUM,Cooking Oil,Ravello,sandwich,"44a, Horseferry Road, WC1 6, London",WC1 6,,,51.4949639,-0.1270355,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,cafe,"41, Horseferry Road, WC1 6, London",WC1 6,,,51.494712,-0.1306765,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,sandwich,"44a, Horseferry Road, WC1 7, London",WC1 7,,,51.4949639,-0.1270355,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,cafe,"41, Horseferry Road, WC1 7, London",WC1 7,,,51.494712,-0.1306765,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,sandwich,"44a, Horseferry Road, WC1 8, London",WC1 8,,,51.4949639,-0.1270355,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,cafe,"41, Horseferry Road, WC1 8, London",WC1 8,,,51.494712,-0.1306765,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,sandwich,"44a, Horseferry Road, WC1 9, London",WC1 9,,,51.4949639,-0.1270355,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello,cafe,"41, Horseferry Road, WC1 9, London",WC1 9,,,51.494712,-0.1306765,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W1 1, London",W1 1,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W1 2, London",W1 2,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W1 3, London",W1 3,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W1 4, London",W1 4,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, SW1 2, London",SW1 2,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W2 1, London",W2 1,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W2 2, London",W2 2,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, W2 8, London",W2 8,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 0, London",WC1 0,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 1, London",WC1 1,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 2, London",WC1 2,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 3, London",WC1 3,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 4, London",WC1 4,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 5, London",WC1 5,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 6, London",WC1 6,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 7, London",WC1 7,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 8, London",WC1 8,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ravello Coffe Company,coffee_shop,"7, Strutton Ground, WC1 9, London",WC1 9,,https://myravello.co.uk/,51.4975866,-0.13375,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 1, London",WC2 1,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 2, London",WC2 2,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 3, London",WC2 3,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 4, London",WC2 4,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 5, London",WC2 5,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 6, London",WC2 6,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 7, London",WC2 7,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 8, London",WC2 8,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Red Lion Café,cafe,"Red Lion Square, WC2 9, London",WC2 9,,,51.5192746,-0.1190323,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Bar,restaurant,"15, Shorts Gardens, SW1 4, London",SW1 4,,,51.5142028,-0.1263208,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"35, Jermyn Street, SW1 4, London",SW1 4,,,51.5084503,-0.1369125,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 1, London",WC2 1,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 1, London",WC2 1,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 2, London",WC2 2,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 2, London",WC2 2,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 3, London",WC2 3,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 3, London",WC2 3,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 4, London",WC2 4,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 4, London",WC2 4,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 5, London",WC2 5,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 5, London",WC2 5,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 6, London",WC2 6,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 6, London",WC2 6,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 7, London",WC2 7,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 7, London",WC2 7,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 8, London",WC2 8,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 8, London",WC2 8,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"71, Lincoln's Inn Fields, WC2 9, London",WC2 9,,https://www.redemptionroasters.com/locations/lincolns-inn-fields/,51.5168321,-0.1189284,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Redemption Roasters,coffee_shop,"40, Drury Lane, WC2 9, London",WC2 9,,https://www.redemptionroasters.com/,51.5146009,-0.1222876,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 0, London",W1 0,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 5, London",W1 5,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 6, London",W1 6,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 7, London",W1 7,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 8, London",W1 8,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reform Social & Grill,restaurant,"Mandeville Place, W1 9, London",W1 9,,https://www.reformsocialgrill.co.uk/,51.5166867,-0.1510741,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Refuel,restaurant,"SW1 4, London",SW1 4,,,51.5141462,-0.1337974,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 0, London",SW1 0,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 1, London",SW1 1,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 2, London",SW1 2,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 3, London",SW1 3,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 5, London",SW1 5,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 6, London",SW1 6,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 7, London",SW1 7,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 8, London",SW1 8,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regency Cafe,fish_and_chips;tea;breakfast;local,"17-19, Regency Street, SW1 9, London",SW1 9,+44 20 7821 6596,http://regencycafe.co.uk/,51.4940031,-0.1320984,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 0, London",W1 0,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 5, London",W1 5,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 6, London",W1 6,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 7, London",W1 7,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 8, London",W1 8,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Regent's Bar & Kitchen,restaurant,"Inner Circle, W1 9, London",W1 9,,https://www.benugo.com/partnerships/public-spaces/parks/regents-park/regents-bar-and-kitchen,51.5272245,-0.1553805,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 1, London",WC2 1,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 2, London",WC2 2,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 3, London",WC2 3,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 4, London",WC2 4,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 5, London",WC2 5,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 6, London",WC2 6,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 7, London",WC2 7,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 8, London",WC2 8,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Brasserie Blanc,restaurant,"117, Chancery Lane, WC2 9, London",WC2 9,,https://www.brasserieblanc.com/french-restaurant/locations/chancery-lane-london.php,51.5144168,-0.1113579,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Restaurant Yoshino,japanese,"3, Piccadilly Place, SW1 4, London",SW1 4,+44 20 7287 6622,https://yoshino.net/,51.5093488,-0.1371041,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 0, London",W1 0,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 5, London",W1 5,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 6, London",W1 6,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 7, London",W1 7,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 8, London",W1 8,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Reubens,restaurant,"79, Baker Street, W1 9, London",W1 9,,https://reubensrestaurant.com/,51.519855,-0.1566695,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Richoux,restaurant,"172, Piccadilly, SW1 4, London",SW1 4,,,51.5080147,-0.139312,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rio's Piri Piri,restaurant,"112, Lisson Grove, W2 0, London",W2 0,,,51.5239089,-0.1670048,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rio's Piri Piri,restaurant,"112, Lisson Grove, W2 5, London",W2 5,,,51.5239089,-0.1670048,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rio's Piri Piri,restaurant,"112, Lisson Grove, W2 6, London",W2 6,,,51.5239089,-0.1670048,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rio's Piri Piri,restaurant,"112, Lisson Grove, W2 7, London",W2 7,,,51.5239089,-0.1670048,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rio's Piri Piri,restaurant,"112, Lisson Grove, W2 9, London",W2 9,,,51.5239089,-0.1670048,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 0, London",W1 0,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 5, London",W1 5,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 6, London",W1 6,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 7, London",W1 7,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 8, London",W1 8,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Aracapri,italian,"10, Dorset Street, W1 9, London",W1 9,,,51.5196782,-0.1558961,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Frescobaldi,italian,"15, New Burlington Place, SW1 4, London",SW1 4,+44 20 3693 3435,https://www.frescobaldi.london/,51.5123491,-0.141036,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Ristorante Roma,restaurant,"2-3, Irving Street, SW1 4, London",SW1 4,,,51.510046,-0.1291927,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W1 1, London",W1 1,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W1 2, London",W1 2,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W1 3, London",W1 3,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W1 4, London",W1 4,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W2 1, London",W2 1,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W2 2, London",W2 2,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, W2 8, London",W2 8,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 0, London",WC1 0,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 1, London",WC1 1,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 2, London",WC1 2,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 3, London",WC1 3,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 4, London",WC1 4,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 5, London",WC1 5,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 6, London",WC1 6,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 7, London",WC1 7,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 8, London",WC1 8,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Riverside Cafe,cafe,"Albert Embankment, WC1 9, London",WC1 9,,,51.4950281,-0.1212294,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rodizio Preto,brazilian,"69-73, Shaftesbury Avenue, SW1 4, London",SW1 4,+44 20 7287 5995,https://www.preto.co.uk/,51.5122452,-0.1317403,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 0, London",W1 0,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 5, London",W1 5,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 6, London",W1 6,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 7, London",W1 7,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 8, London",W1 8,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roganic,british,"5-7, Blandford Street, W1 9, London",W1 9,,https://www.roganic.uk/,51.5182475,-0.1520632,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 0, London",W1 0,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 5, London",W1 5,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 6, London",W1 6,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 7, London",W1 7,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 8, London",W1 8,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Roketsu,japanese,"12, New Quebec Street, W1 9, London",W1 9,020 3149 1227,https://www.roketsu.co.uk/,51.515561,-0.1582833,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Cafe,cafe,"57, Praed Street, W2 3, London",W2 3,+44 20 7262 6296,,51.5179143,-0.1711798,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Cafe,cafe,"57, Praed Street, W2 4, London",W2 4,+44 20 7262 6296,,51.5179143,-0.1711798,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Cafe,cafe,"57, Praed Street, W2 5, London",W2 5,+44 20 7262 6296,,51.5179143,-0.1711798,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Cafe,cafe,"57, Praed Street, W2 6, London",W2 6,+44 20 7262 6296,,51.5179143,-0.1711798,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Garden Restaurant,restaurant,"W2 3, London",W2 3,,,51.5119141,-0.1761821,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rose Garden Restaurant,restaurant,"W2 4, London",W2 4,,,51.5119141,-0.1761821,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rosetta,cafe,"38, William IV Street, SW1 4, London",SW1 4,,https://www.facebook.com/rosettafarmlondon,51.5095401,-0.126468,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rossodisera,italian,"5, Monmouth Street, SW1 4, London",SW1 4,+44 20 7240 3683,https://rossodisera.co.uk/,51.5148812,-0.1266944,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Row on 5,restaurant,"SW1 4, London",SW1 4,,,51.5105313,-0.1398615,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Rowley's,restaurant,"113, Jermyn Street, SW1 4, London",SW1 4,,,51.508918,-0.134845,OpenStreetMap,False,,
MEDIUM,Cooking Oil,Royal Artisan Bakery,cafe,"84-86, Petty France, W1 1, London",W1 1,,,51.4995521,-0.1350147,OpenStreetMap,False,,
